"plate","state","license_type","summons_number","issue_date","violation_time","violation","judgment_entry_date","fine_amount","penalty_amount","interest_amount","reduction_amount","payment_amount","amount_due","precinct","county","issuing_agency","violation_status","summons_image"
"T108209C","NY","OMT","5127517528","05/14/2023","07:46P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhPZWxWNVQwRTlQUT09&locationName=_____________________)"
"57064MN","NY","COM","9040677335","03/24/2023","09:14A","NO PARKING-DAY/TIME LIMITS",,"65","0","0","40","25","0","019","NY","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVE5PZWsxNlRsRTlQUT09&locationName=_____________________)"
"BLKSBRN","NY","SRF","5127517541","05/14/2023","07:47P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhPZWxVd1RWRTlQUT09&locationName=_____________________)"
"XDYH90","NJ","PAS","8819619374","08/04/2020","09:28A","NO STANDING-DAY/TIME LIMITS","01/26/2023","115","60","0.31","0.22","175.09","0","018","NY","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXWGhQVkUwelRrRTlQUT09&locationName=_____________________)"
"68092MH","NY","COM","9040677347","03/24/2023","09:16A","NO PARKING-DAY/TIME LIMITS",,"65","0","0","40","25","0","019","NY","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVE5PZWswd1RuYzlQUT09&locationName=_____________________)"
"2240651","IN","PAS","8819618965","08/03/2020","09:48A","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","017","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXWGhQUkdzeVRsRTlQUT09&locationName=_____________________)"
"C99JUM","NJ","PAS","8819626652","08/28/2020","07:43A","NO STANDING-EXC. TRUCK LOADING","07/28/2022","95","60","9.92","0.12","164.8","0","014","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXWGxPYWxreFRXYzlQUT09&locationName=_____________________)"
"80223MM","NY","COM","9040677402","03/24/2023","09:41A","NO STANDING-DAY/TIME LIMITS",,"115","0","0","25","90","0","019","NY","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVE5PZWxGM1RXYzlQUT09&locationName=_____________________)"
"51788MH","NY","COM","9040677396","03/24/2023","09:35A","FAIL TO DSPLY MUNI METER RECPT",,"65","0","0","20","45","0","019","NY","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVE5PZWswMVRtYzlQUT09&locationName=_____________________)"
"AY46854","CT","PAS","8819628521","09/05/2020","11:01A","NO PARKING-DAY/TIME LIMITS","07/28/2022","65","60","8.64","0.22","133.42","0","017","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXWGxQUkZWNVRWRTlQUT09&locationName=_____________________)"
"KMK3156","NY","PAS","9068988906","08/19/2023","06:55A","SIDEWALK",,"115","0","0","0","115","0","106","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rOUVhelJQUkd0M1RtYzlQUT09&locationName=_____________________)"
"KWF6050","NY","PAS","5127517670","05/14/2023","07:53P","FAILURE TO STOP AT RED LIGHT","08/17/2023","50","25","1.12","0.04","76.08","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhPZWxrelRVRTlQUT09&locationName=_____________________)"
"KDU7748","NY","PAS","9077628411","09/28/2023","01:35P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","076","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk0wNTZXWGxQUkZGNFRWRTlQUT09&locationName=_____________________)"
"84908JU","NY","COM","8819623640","08/18/2020","09:31A","NO STANDING-DAY/TIME LIMITS","07/28/2022","115","60","8.18","2.16","47.06","133.96","017","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXWGxOZWxrd1RVRTlQUT09&locationName=_____________________)"
"KGX7646","NY","PAS","5127517693","05/14/2023","07:56P","FAILURE TO STOP AT RED LIGHT","08/17/2023","50","25","1.02","0.07","75.95","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhPZWxrMVRYYzlQUT09&locationName=_____________________)"
"KZX5396","NY","PAS","5127517656","05/14/2023","07:53P","FAILURE TO STOP AT RED LIGHT","08/17/2023","50","25","0.24","0","75.24","0","000","MN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhPZWxreFRtYzlQUT09&locationName=_____________________)"
"60215MK","NY","COM","8819630904","09/14/2020","03:21A","NGHT PKG ON RESID STR-COMM VEH","07/28/2022","65","60","7","0","132","0","077","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXWHBOUkd0M1RrRTlQUT09&locationName=_____________________)"
"96412ML","NY","COM","9040677451","03/24/2023","09:57A","NO PARKING-DAY/TIME LIMITS",,"65","0","0","40","25","0","019","NY","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVE5PZWxFeFRWRTlQUT09&locationName=_____________________)"
"CTH3610","FL","PAS","8819629549","09/09/2020","04:25A","NO PARKING-DAY/TIME LIMITS","07/28/2022","60","60","9.65","0.03","129.62","0","077","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXWGxQVkZVd1QxRTlQUT09&locationName=_____________________)"
"2240654","IN","PAS","8819631842","09/15/2020","09:57A","DOUBLE PARKING-MIDTOWN COMML",,"115","0","0","0","115","0","014","NY","TRAFFIC","APPEAL AFFIRMED","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXWHBOVkdjd1RXYzlQUT09&locationName=_____________________)"
"1MOM","NY","PAS","9068988920","08/19/2023","07:02A","DOUBLE PARKING",,"115","0","0","115","0","0","106","Q","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rOUVhelJQUkd0NVRVRTlQUT09&locationName=_____________________)"
"XHMU36","NJ","PAS","9040677414","03/24/2023","09:44A","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","019","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVE5PZWxGNFRrRTlQUT09&locationName=_____________________)"
"85993MD","NY","COM","9040677426","03/24/2023","09:47A","NO STANDING-DAY/TIME LIMITS",,"115","0","0","25","90","0","019","NY","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVE5PZWxGNVRtYzlQUT09&locationName=_____________________)"
"56517PC","NY","APP","8819632573","09/17/2020","06:35A","NO STANDING-DAY/TIME LIMITS","12/08/2022","115","60","0.48","0.09","175.39","0","017","NY","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXWHBOYWxVelRYYzlQUT09&locationName=_____________________)"
"LFF1181","PA","PAS","5127517723","05/14/2023","07:58P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","BK","DEPARTMENT OF TRANSPORTATION","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhPZW1ONVRYYzlQUT09&locationName=_____________________)"
"60035ME","NY","COM","8819634480","10/02/2020","09:16A","NO STANDING-DAY/TIME LIMITS","10/20/2022","115","60","12.61","0.18","187.43","0","017","NY","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXWHBPUkZFMFRVRTlQUT09&locationName=_____________________)"
"2240647","IN","PAS","8819632871","09/18/2020","06:31A","NO STANDING-BUS STOP",,"115","0","0","0","115","0","017","NY","TRAFFIC","APPEAL AFFIRMED","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXWHBOYW1jelRWRTlQUT09&locationName=_____________________)"
"1MOM","NY","PAS","9068988931","08/19/2023","07:03A","FRONT OR BACK PLATE MISSING",,"65","0","0","65","0","0","106","Q","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rOUVhelJQUkd0NlRWRTlQUT09&locationName=_____________________)"
"8622806","IL","PAS","9040677487","03/24/2023","10:03A","NO PARKING-DAY/TIME LIMITS",,"65","0","0","0","65","0","019","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVE5PZWxFMFRuYzlQUT09&locationName=_____________________)"
"11526MP","NY","COM","9040677475","03/24/2023","10:01A","NO PARKING-DAY/TIME LIMITS",,"65","0","0","40","25","0","019","NY","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVE5PZWxFelRsRTlQUT09&locationName=_____________________)"
"KTC2600","NY","PAS","5127517759","05/14/2023","08:00P","FAILURE TO STOP AT RED LIGHT","08/17/2023","50","25","0.49","0.06","75.43","0","000","BX","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhPZW1NeFQxRTlQUT09&locationName=_____________________)"
"84315D8","TX","PAS","8819632524","09/17/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXWHBOYWxWNVRrRTlQUT09&locationName=_____________________)"
"KPZ1823","NY","PAS","9064133098","07/05/2023","07:25A","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","060","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVSWHBOZWtFMVQwRTlQUT09&locationName=_____________________)"
"JKW6738","NY","PAS","5127517863","05/14/2023","08:05P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhPZW1jeVRYYzlQUT09&locationName=_____________________)"
"KDR9533","NY","PAS","5127517942","05/14/2023","08:08P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","BX","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhPZW1zd1RXYzlQUT09&locationName=_____________________)"
"TUPAI","NY","SPO","9068988967","08/19/2023","07:10A","FIRE HYDRANT",,"115","0","0","0","115","0","106","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rOUVhelJQUkdzeVRuYzlQUT09&locationName=_____________________)"
"KMP5844","NY","PAS","5127517760","05/14/2023","08:00P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhPZW1NeVRVRTlQUT09&locationName=_____________________)"
"TUPAI","NY","SPO","9068988979","08/19/2023","07:11A","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","106","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rOUVhelJQUkdzelQxRTlQUT09&locationName=_____________________)"
"GZK9756","NY","PAS","9077628484","09/30/2023","11:28A","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","35","0","0","061","K","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk0wNTZXWGxQUkZFMFRrRTlQUT09&locationName=_____________________)"
"14752ML","NY","COM","8819636116","10/09/2020","08:08A","NO STANDING EXCP D/S","12/08/2022","95","60","2.24","0.54","156.7","0","017","NY","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXWHBPYWtWNFRtYzlQUT09&locationName=_____________________)"
"KYG9246","NY","PAS","1488382645","02/24/2023","05:41P","DOUBLE PARKING",,"115","0","0","0","0","115","073","K","POLICE DEPARTMENT",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FOUVUVFJOYWxrd1RsRTlQUT09&locationName=_____________________)"
"7534789","GV","PAS","8819636396","10/10/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXWHBPYWswMVRtYzlQUT09&locationName=_____________________)"
"24876JY","NY","COM","8952801120","02/24/2021","02:37P","DOUBLE PARKING",,"115","0","0","115","0","0","019","NY","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMXFaM2ROVkVWNVRVRTlQUT09&locationName=_____________________)"
"30365ML","NY","COM","8819639324","10/23/2020","07:46A","NO STANDING-DAY/TIME LIMITS","07/28/2022","115","60","7.18","0.13","182.05","0","018","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXWHBQVkUxNVRrRTlQUT09&locationName=_____________________)"
"2028691","IN","PAS","8819638824","10/22/2020","06:40A","NO STANDING-DAY/TIME LIMITS",,"115","0","0","115","0","0","014","NY","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXWHBQUkdkNVRrRTlQUT09&locationName=_____________________)"
"LKG3134","PA","PAS","5127518004","05/14/2023","08:17P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhQUkVGM1RrRTlQUT09&locationName=_____________________)"
"DMT8966","NY","PAS","5127518016","05/14/2023","08:18P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhQUkVGNFRtYzlQUT09&locationName=_____________________)"
"T697620C","NY","OMT","5127518028","05/14/2023","08:19P","FAILURE TO STOP AT RED LIGHT",,"50","25","0","0","75","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhQUkVGNVQwRTlQUT09&locationName=_____________________)"
"KWR2584","NY","PAS","9064133165","07/05/2023","08:39A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","061","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVSWHBOZWtVeVRsRTlQUT09&locationName=_____________________)"
"11478MP","NY","COM","9040677505","03/24/2023","10:07A","NO PARKING-DAY/TIME LIMITS",,"65","0","0","40","25","0","019","NY","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVE5PZWxWM1RsRTlQUT09&locationName=_____________________)"
"2488615","IN","PAS","8819639257","10/23/2020","07:26A","NO STANDING-DAY/TIME LIMITS",,"115","0","0","115","0","0","018","NY","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXWHBQVkVreFRuYzlQUT09&locationName=_____________________)"
"2028687","IN","PAS","8819640387","10/26/2020","06:37A","NO STANDING-DAY/TIME LIMITS",,"115","0","0","115","0","0","017","NY","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVEJOUkUwMFRuYzlQUT09&locationName=_____________________)"
"JFS1170","NY","PAS","9064133207","07/05/2023","09:02A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","061","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVSWHBOZWtsM1RuYzlQUT09&locationName=_____________________)"
"2488615","IN","PAS","8819639270","10/23/2020","07:29A","PLTFRM LFTS LWRD POS COMM VEH",,"65","0","0","65","0","0","018","NY","TRAFFIC","APPEAL REVERSED","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXWHBQVkVrelRVRTlQUT09&locationName=_____________________)"
"42D2827","CT","PAS","8819640399","10/26/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVEJOUkUwMVQxRTlQUT09&locationName=_____________________)"
"KKL6664","NY","PAS","5127518077","05/14/2023","08:20P","FAILURE TO STOP AT RED LIGHT",,"50","25","0","0","75","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhQUkVFelRuYzlQUT09&locationName=_____________________)"
"JJM1988","NC","PAS","9064133244","07/05/2023","10:10A","NO STANDING-EXC. TRUCK LOADING",,"95","0","0","0","95","0","061","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVSWHBOZWtrd1RrRTlQUT09&locationName=_____________________)"
"AH79695","AZ","PAS","8819641770","10/30/2020","03:14A","NGHT PKG ON RESID STR-COMM VEH","11/10/2022","65","60","2.92","2.2","125.72","0","077","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVEJOVkdNelRVRTlQUT09&locationName=_____________________)"
"FSV4639","NY","PAS","5127518107","05/14/2023","08:21P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhQUkVWM1RuYzlQUT09&locationName=_____________________)"
"HHM8820","OH","PAS","8819640466","10/26/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVEJOUkZFeVRtYzlQUT09&locationName=_____________________)"
"8EE0180","MD","PAS","8819641045","10/28/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVEJOVkVFd1RsRTlQUT09&locationName=_____________________)"
"598031R","NJ","PAS","8819641586","10/29/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVEJOVkZVMFRtYzlQUT09&locationName=_____________________)"
"565075R","NJ","PAS","8819647187","11/25/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVEJPZWtVMFRuYzlQUT09&locationName=_____________________)"
"AP29264","CT","COM","8819647242","11/25/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVEJPZWtrd1RXYzlQUT09&locationName=_____________________)"
"T74NTJ","NJ","PAS","5127518181","05/14/2023","08:25P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","MN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhQUkVVMFRWRTlQUT09&locationName=_____________________)"
"KYA5371","NY","PAS","9077628575","09/30/2023","12:20P","EXPIRED MUNI METER",,"35","10","0","10","35","0","061","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk0wNTZXWGxQUkZVelRsRTlQUT09&locationName=_____________________)"
"KUR1088","NY","PAS","5127518168","05/14/2023","08:23P","FAILURE TO STOP AT RED LIGHT",,"50","25","0","0","75","0","000","BX","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhQUkVVeVQwRTlQUT09&locationName=_____________________)"
"LAN7305","NY","PAS","9064133347","07/06/2023","05:29A","NO STANDING-DAY/TIME LIMITS",,"115","30","0","0","145","0","070","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVSWHBOZWswd1RuYzlQUT09&locationName=_____________________)"
"KEH8161","NY","PAS","9040677669","03/27/2023","09:39A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","024","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVE5PZWxreVQxRTlQUT09&locationName=_____________________)"
"91976MM","NY","COM","8819644599","11/19/2020","07:40A","NO STANDING-DAY/TIME LIMITS","12/08/2022","115","60","5.41","1.61","178.8","0","014","NY","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVEJPUkZVMVQxRTlQUT09&locationName=_____________________)"
"KZX6107","NY","PAS","9040677736","03/27/2023","09:56A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","024","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVE5PZW1ONlRtYzlQUT09&locationName=_____________________)"
"0L9028D","NJ","PAS","8819647758","11/27/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVEJPZW1NeFQwRTlQUT09&locationName=_____________________)"
"KXN5109","NY","PAS","5127518193","05/14/2023","08:25P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGhQUkVVMVRYYzlQUT09&locationName=_____________________)"
"HZT2948","NY","PAS","9040677724","03/27/2023","09:55A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","024","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVE5PZW1ONVRrRTlQUT09&locationName=_____________________)"
"JDL29442","NY","PAS","8912203873","03/27/2021",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFMXFTWGROZW1jelRYYzlQUT09&locationName=_____________________)"
"AL09944","AZ","PAS","9002958389","08/17/2022","01:45P","NO STANDING-DAY/TIME LIMITS",,"115","10","0","0","125","0","070","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMXFhekZQUkUwMFQxRTlQUT09&locationName=_____________________)"
